# id:7--7--7-1 
-0.51,-0.85,-1
0.01,0.91,1
0.92,-0.63,-1
-0.51,-0.73,-1
-0.49,-0.88,-1
-0.48,0.76,-1
-0.09,0.62,1
0.78,0.08,-1
0.23,-0.81,-1
-0.9,-0.69,-1
-0.31,0.99,1
-0.74,-0.3,1
-0.17,0.24,1
-0.01,-0.08,1
-0.46,0.45,-1
-0.48,0.11,1
0.3,0.22,1
0.54,0.67,-1
0.65,0.61,1
-0.69,0.21,1
-0.56,0.59,1
-0.5,-0.72,1
0.74,-0.44,-1
0.67,0.94,1
0.16,-1,1
0.67,0.79,1
0.4,-0.68,1
0.53,0.94,1
0.52,0.35,-1
0.63,-0.28,1
0.28,-0.57,1
-0.64,0.65,1
0.65,-0.73,1
-0.94,0.13,1
0.46,0.88,1
0.81,-0.99,1
0.36,-0.66,1
0.07,-0.58,-1
-0.14,0.99,1
0.63,0.2,1
0.48,-0.05,1
-0.92,0.23,1
0.11,-0.85,1
-0.84,0.47,1
0.82,0.6,1
-0.98,-0.13,1
-0.14,-0.47,-1
0.73,-0.16,1
0.8,-0.65,1
0.59,0.74,1
0.9,0.94,-1
0.41,0.85,1
0.44,-0.91,1
-0.03,0.35,1
0.88,-0.56,1
0.29,-0.93,1
-0.58,0.56,-1
0.29,-0.63,1
-0.7,-0.7,1
-0.86,-0.18,1
-0.08,0.04,1
-0.62,0.39,-1
0.83,-0.98,1
-0.91,-0.34,-1
-0.79,0.16,1
0.53,0.23,1
0.53,0.94,1
-0.25,-0.53,1
0.52,-0.7,1
0.7,0.27,1
0.3,-1,1
-0.33,-0.17,1
1,-0.55,1
0.68,0.09,1
0.02,-0.11,1
0.37,-0.86,1
-0.55,-0.01,-1
-0.75,-0.08,1
-0.07,-0.7,1
0.14,-0.14,1
0.31,-0.12,1
0.97,-1,1
-0.1,0.09,-1
0.24,-0.82,1
0.18,0.93,1
-0.15,0.5,1
0.81,0.93,1
-0.21,0.87,-1
-0.26,-0.27,1
-0.27,0.29,1
-0.62,-0.56,1
-0.37,0.04,1
-0.03,0.15,1
-0.35,-0.78,-1
-0.85,-0.02,1
-0.15,0.48,1
-0.8,-0.87,1
0.42,-1,1
-0.55,-0.55,1
0.5,-0.26,-1
0.9,-0.87,-1
-0.64,0.89,-1
-0.13,-0.61,1
0.88,-0.49,-1
-0.36,0.63,-1
0.63,0.58,-1
-0.97,0.29,1
-0.97,-0.95,1
-0.81,-0.72,-1
-0.83,0.46,1
0.86,-0.46,1
0.05,-0.92,1
0.71,-0.17,1
-0.59,0.62,-1
-0.09,-0.43,1
-0.37,0.99,1
-0.73,0.34,-1
-0.2,-0.53,-1
0.01,-0.73,-1
-0.65,-0.8,-1
0.04,0.52,1
0.13,-0.19,-1
0.39,0.9,-1
0.89,0.86,-1
0.2,-0.76,1
-0.29,-0.9,1
-0.62,0.04,1
0.25,0.56,-1
0.07,-0.8,-1
0.01,0.65,-1
0.55,0.22,1
0.08,0.28,-1
0.52,-0.81,-1
